membership_id,parent_object_id,parent_object_name,parent_class_name,child_class_name,category,object_id,name,property_name,property_unit,property_value,band,date_to,date_from,memo,scenario_category,scenario,action,data_file_tag,data_file,variable_tag,timeslice_tag,timeslice,variable_name,variable
160,1,System,System,Generator,NG CT,161,Valmy CT 3,Units,-,1.0,1,2028-06-01T00:00:00,,,Resource Portfolios,2024 IRP Proposed Valmy CTs,,,,,,,,
160,1,System,System,Generator,NG CT,161,Valmy CT 3,Min Stable Level,MW,0.0,1,,,,Generator Properties,Thermal Gen Min Stable Level,,Min Stable Level,datafiles\Generator Unit Properties\Min Stable Level.csv,,,,,
160,1,System,System,Generator,NG CT,161,Valmy CT 3,Heat Rate Base,MMBtu/h,1104.7,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
160,1,System,System,Generator,NG CT,161,Valmy CT 3,Heat Rate Incr,Btu/kWh,772.0606,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
160,1,System,System,Generator,NG CT,161,Valmy CT 3,Heat Rate Incr2,Btu/kWh²,0.020371,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
160,1,System,System,Generator,NG CT,161,Valmy CT 3,VO&M Charge,$/MWh,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CT VO&M Charge,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
160,1,System,System,Generator,NG CT,161,Valmy CT 3,Start Cost,$,0.0,1,,,Based on Max Capacity x start cost ($/MW),Generator Properties,Use Generic Properties,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CT Start Cost,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
160,1,System,System,Generator,NG CT,161,Valmy CT 3,Min Up Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CT Min Up Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
160,1,System,System,Generator,NG CT,161,Valmy CT 3,Min Down Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CT Min Down Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
160,1,System,System,Generator,NG CT,161,Valmy CT 3,Max Ramp Up,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CT Max Ramp Up,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
160,1,System,System,Generator,NG CT,161,Valmy CT 3,Max Ramp Down,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CT Max Ramp Down,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
160,1,System,System,Generator,NG CT,161,Valmy CT 3,Forced Outage Rate,%,0.0,1,,,,Generator Properties,Use Generic Properties,,Forced Outage Rates (EFORd),datafiles\Generator Unit Properties\Forced Outage Rates.csv,,,,,
160,1,System,System,Generator,NG CT,161,Valmy CT 3,Maintenance Frequency,-,0.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CT Maintenance Frequency,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
160,1,System,System,Generator,NG CT,161,Valmy CT 3,Mean Time to Repair,h,24.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CT Mean Time to Repair,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
160,1,System,System,Generator,NG CT,161,Valmy CT 3,Min Time To Repair,h,0.0,1,,,,Generator Properties,Use Generic Properties,,,,,,,,
160,1,System,System,Generator,NG CT,161,Valmy CT 3,Repair Time Scale,-,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CT Repair Time Scale,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
161,1,System,System,Generator,NG CT,162,Valmy CT 4,Units,-,1.0,1,2028-06-01T00:00:00,,,Resource Portfolios,2024 IRP Proposed Valmy CTs,,,,,,,,
161,1,System,System,Generator,NG CT,162,Valmy CT 4,Min Stable Level,MW,0.0,1,,,,Generator Properties,Thermal Gen Min Stable Level,,Min Stable Level,datafiles\Generator Unit Properties\Min Stable Level.csv,,,,,
161,1,System,System,Generator,NG CT,162,Valmy CT 4,Heat Rate Base,MMBtu/h,1104.7,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
161,1,System,System,Generator,NG CT,162,Valmy CT 4,Heat Rate Incr,Btu/kWh,772.0606,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
161,1,System,System,Generator,NG CT,162,Valmy CT 4,Heat Rate Incr2,Btu/kWh²,0.020371,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
161,1,System,System,Generator,NG CT,162,Valmy CT 4,VO&M Charge,$/MWh,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CT VO&M Charge,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
161,1,System,System,Generator,NG CT,162,Valmy CT 4,Start Cost,$,0.0,1,,,Based on Max Capacity x start cost ($/MW),Generator Properties,Use Generic Properties,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CT Start Cost,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
161,1,System,System,Generator,NG CT,162,Valmy CT 4,Min Up Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CT Min Up Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
161,1,System,System,Generator,NG CT,162,Valmy CT 4,Min Down Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CT Min Down Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
161,1,System,System,Generator,NG CT,162,Valmy CT 4,Max Ramp Up,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CT Max Ramp Up,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
161,1,System,System,Generator,NG CT,162,Valmy CT 4,Max Ramp Down,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CT Max Ramp Down,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
161,1,System,System,Generator,NG CT,162,Valmy CT 4,Forced Outage Rate,%,0.0,1,,,,Generator Properties,Use Generic Properties,,Forced Outage Rates (EFORd),datafiles\Generator Unit Properties\Forced Outage Rates.csv,,,,,
161,1,System,System,Generator,NG CT,162,Valmy CT 4,Maintenance Frequency,-,0.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CT Maintenance Frequency,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
161,1,System,System,Generator,NG CT,162,Valmy CT 4,Mean Time to Repair,h,24.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CT Mean Time to Repair,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
161,1,System,System,Generator,NG CT,162,Valmy CT 4,Min Time To Repair,h,0.0,1,,,,Generator Properties,Use Generic Properties,,,,,,,,
161,1,System,System,Generator,NG CT,162,Valmy CT 4,Repair Time Scale,-,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CT Repair Time Scale,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
162,1,System,System,Generator,Hydro,163,Verdi Hydro Power Plant,Units,-,1.0,1,,2029-06-01T00:00:00,,Resource Portfolios,Contracted Renewable Generation,,,,,,,,
162,1,System,System,Generator,Hydro,163,Verdi Hydro Power Plant,VO&M Charge,$/MWh,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,Hydro VO&M Charge,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
162,1,System,System,Generator,Hydro,163,Verdi Hydro Power Plant,Min Up Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,Hydro Min Up Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
162,1,System,System,Generator,Hydro,163,Verdi Hydro Power Plant,Min Down Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,Hydro Min Down Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
162,1,System,System,Generator,Hydro,163,Verdi Hydro Power Plant,Max Ramp Up,MW/min,1e30,1,,,,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,Hydro Max Ramp Up,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
162,1,System,System,Generator,Hydro,163,Verdi Hydro Power Plant,Max Ramp Down,MW/min,1e30,1,,,,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,Hydro Max Ramp Down,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
162,1,System,System,Generator,Hydro,163,Verdi Hydro Power Plant,Forced Outage Rate,%,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,Hydro Forced Outage Rate,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
162,1,System,System,Generator,Hydro,163,Verdi Hydro Power Plant,Maintenance Frequency,-,0.0,2,,,,Generator Properties,Use Generic Properties,=,,,Hydro Maintenance Frequency,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
162,1,System,System,Generator,Hydro,163,Verdi Hydro Power Plant,Mean Time to Repair,h,24.0,2,,,,Generator Properties,Use Generic Properties,=,,,Hydro Mean Time to Repair,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
162,1,System,System,Generator,Hydro,163,Verdi Hydro Power Plant,Min Time To Repair,h,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,Hydro Min Time To Repair,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
162,1,System,System,Generator,Hydro,163,Verdi Hydro Power Plant,Repair Time Scale,-,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,Hydro Repair Time Scale,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
163,1,System,System,Generator,NG CC,164,Walt Higgings CC_A,Units,-,0.0,1,2050-01-01T00:00:00,,,Resource Portfolios,Planned Owned Thermal Retirements,,,,,,,,
163,1,System,System,Generator,NG CC,164,Walt Higgings CC_A,Min Stable Level,MW,0.0,1,,,,Generator Properties,Thermal Gen Min Stable Level,,Min Stable Level,datafiles\Generator Unit Properties\Min Stable Level.csv,,,,,
163,1,System,System,Generator,NG CC,164,Walt Higgings CC_A,Heat Rate Base,MMBtu/h,558.96796,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
163,1,System,System,Generator,NG CC,164,Walt Higgings CC_A,Heat Rate Incr,Btu/kWh,2802.804,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
163,1,System,System,Generator,NG CC,164,Walt Higgings CC_A,Heat Rate Incr2,Btu/kWh²,0.009758514,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
163,1,System,System,Generator,NG CC,164,Walt Higgings CC_A,VO&M Charge,$/MWh,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CC VO&M Charge,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
163,1,System,System,Generator,NG CC,164,Walt Higgings CC_A,Start Cost,$,0.0,1,,,Based on Max Capacity x start cost ($/MW),Generator Properties,Use Generic Properties,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Start Cost,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
163,1,System,System,Generator,NG CC,164,Walt Higgings CC_A,Min Up Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CC Min Up Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
163,1,System,System,Generator,NG CC,164,Walt Higgings CC_A,Min Down Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CC Min Down Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
163,1,System,System,Generator,NG CC,164,Walt Higgings CC_A,Max Ramp Up,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Max Ramp Up,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
163,1,System,System,Generator,NG CC,164,Walt Higgings CC_A,Max Ramp Down,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Max Ramp Down,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
163,1,System,System,Generator,NG CC,164,Walt Higgings CC_A,Forced Outage Rate,%,0.0,1,,,,Generator Properties,Use Generic Properties,,Forced Outage Rates (EFORd),datafiles\Generator Unit Properties\Forced Outage Rates.csv,,,,,
163,1,System,System,Generator,NG CC,164,Walt Higgings CC_A,Maintenance Frequency,-,0.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CC Maintenance Frequency,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
163,1,System,System,Generator,NG CC,164,Walt Higgings CC_A,Mean Time to Repair,h,24.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CC Mean Time to Repair,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
163,1,System,System,Generator,NG CC,164,Walt Higgings CC_A,Min Time To Repair,h,0.0,1,,,,Generator Properties,Use Generic Properties,,,,,,,,
163,1,System,System,Generator,NG CC,164,Walt Higgings CC_A,Repair Time Scale,-,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CC Repair Time Scale,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
164,1,System,System,Generator,NG CC,165,Walt Higgings CC_B,Units,-,0.0,1,2050-01-01T00:00:00,,,Resource Portfolios,Planned Owned Thermal Retirements,,,,,,,,
164,1,System,System,Generator,NG CC,165,Walt Higgings CC_B,Min Stable Level,MW,0.0,1,,,,Generator Properties,Thermal Gen Min Stable Level,,Min Stable Level,datafiles\Generator Unit Properties\Min Stable Level.csv,,,,,
164,1,System,System,Generator,NG CC,165,Walt Higgings CC_B,Heat Rate Base,MMBtu/h,555.7358,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
164,1,System,System,Generator,NG CC,165,Walt Higgings CC_B,Heat Rate Incr,Btu/kWh,2778.7341,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
164,1,System,System,Generator,NG CC,165,Walt Higgings CC_B,Heat Rate Incr2,Btu/kWh²,0.010107093,1,,,,Generator Properties,Detailed Heat Rates,,,,,,,,
164,1,System,System,Generator,NG CC,165,Walt Higgings CC_B,VO&M Charge,$/MWh,0.0,1,,,,Generator Properties,Use Generic Properties,=,,,NG CC VO&M Charge,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
164,1,System,System,Generator,NG CC,165,Walt Higgings CC_B,Start Cost,$,0.0,1,,,Based on Max Capacity x start cost ($/MW),Generator Properties,Use Generic Properties,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Start Cost,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
164,1,System,System,Generator,NG CC,165,Walt Higgings CC_B,Min Up Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CC Min Up Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
164,1,System,System,Generator,NG CC,165,Walt Higgings CC_B,Min Down Time,h,0.0,1,,,,Generator Properties,Min Up/Down Time,=,,,NG CC Min Down Time,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
164,1,System,System,Generator,NG CC,165,Walt Higgings CC_B,Max Ramp Up,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Max Ramp Up,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
164,1,System,System,Generator,NG CC,165,Walt Higgings CC_B,Max Ramp Down,MW/min,1e30,1,,,Based on % of Max Capacity/min,Generator Properties,Ramp Rates,×,Max Capacity,datafiles\Generator Unit Properties\Max Capacity.csv,NG CC Max Ramp Down,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
164,1,System,System,Generator,NG CC,165,Walt Higgings CC_B,Forced Outage Rate,%,0.0,1,,,,Generator Properties,Use Generic Properties,,Forced Outage Rates (EFORd),datafiles\Generator Unit Properties\Forced Outage Rates.csv,,,,,
164,1,System,System,Generator,NG CC,165,Walt Higgings CC_B,Maintenance Frequency,-,0.0,2,,,,Generator Properties,Use Generic Properties,=,,,NG CC Maintenance Frequency,,,Generic Generator Properties,datafiles\Generic Generator Properties\Generic Generator Properties by Type.csv
